batch_id,production_date,product_line,machine_id,operator,shift,units_produced,defective_units,defect_rate,material_cost,labor_hours,temperature,pressure,quality_score,passed_qc
BATCH-000000,2021-11-25,C,MACH-014,OP-007,Evening,217.0,7.0,0.03506386420951385,2529.0,4.640543407066833,33.30749371631722,1.6000241047859551,65.61516392365331,0
BATCH-000001,2022-08-04,A,MACH-013,OP-024,Evening,577.0,26.0,0.0811346458645572,8979.0,3.7034346904310986,65.065642872767,7.7853830339235195,71.16301062352198,0
BATCH-000002,2023-01-07,B,MACH-002,OP-023,Evening,762.0,16.0,0.06998344462351122,8712.0,4.082331043213756,60.748514070452615,4.0163461633294,81.65512282856145,0
BATCH-000003,2023-09-08,C,MACH-018,OP-017,Night,850.0,26.0,0.0004255737471147825,9039.0,1.6852901363522999,39.67388975101849,,65.75316058492997,0
BATCH-000004,2022-03-18,B,MACH-017,OP-026,Evening,212.0,28.0,0.05746821950418921,,9.989167344350747,59.95985464773801,8.336593534393845,93.338424297741,1
BATCH-000005,2022-05-12,B,MACH-014,OP-046,Evening,564.0,0.0,0.08990951352534271,2903.0,7.122642507765697,75.56569084401495,2.6589376580539694,63.88316333283146,0
BATCH-000006,2023-09-09,C,MACH-002,OP-002,Morning,209.0,10.0,0.010331113704529382,4847.0,1.0262504987692345,23.097442899640235,2.492176330841114,79.09298745054103,0
BATCH-000007,2022-12-25,C,MACH-019,OP-016,Night,770.0,13.0,0.03522515316533414,3220.0,6.415975058688785,45.28398572693736,9.953260931371268,76.58580184174177,1
BATCH-000008,2021-10-08,A,MACH-010,OP-028,Morning,584.0,43.0,0.07811292158407204,4483.0,6.0240020072603855,63.7656367774779,5.422866240802751,77.21765059891192,0
BATCH-000009,2022-10-14,A,MACH-015,OP-005,Evening,971.0,37.0,0.016290567895712472,1995.0,6.529881955350504,49.34224240034986,9.68373824589441,66.51683413982968,0
BATCH-000010,2022-06-03,D,MACH-020,OP-048,Evening,184.0,19.0,0.0757705058136959,3544.0,4.547496713398464,77.81209369790193,1.2109819045552028,79.60163420549783,0
BATCH-000011,2022-11-01,D,MACH-017,OP-047,Night,2890.0,,0.06329849263881157,1425.0,7.477148863444027,78.36603312512955,2.4071145341203817,84.1353474933639,0
BATCH-000012,2021-09-29,C,MACH-005,OP-027,Night,702.0,1.0,0.05013893678214825,6248.0,5.968322916727086,61.594628289814345,8.524536718097737,70.7897521926205,1
,2023-05-31,D,MACH-013,OP-034,Night,776.0,2.0,0.056392035599275775,1595.0,9.73297024511531,64.08941860196953,,96.2897844042443,1
BATCH-000014,2023-05-19,A,MACH-014,OP-041,Evening,420.0,44.0,0.01799093589221471,5555.0,7.046298465788209,32.664184774477896,8.512977833453608,62.08186377327439,1
BATCH-000015,2022-07-08,B,MACH-020,OP-009,Morning,868.0,5.0,0.04595292242705906,4189.0,5.235541865291662,65.32537818458107,6.44474287830726,67.75339529583631,1
BATCH-000016,2022-06-29,C,MACH-014,OP-011,Night,535.0,15.0,0.09138367332196475,6505.0,11.971078655444801,67.55113688365095,9.363761560398308,91.86407068098893,0
BATCH-000017,2023-09-11,A,MACH-003,OP-013,Night,,27.0,0.04897143661743819,4735.0,8.749044988390178,341.2907855808117,7.0808273358761635,82.16868827984861,1
BATCH-000018,2021-09-21,B,MACH-010,OP-016,Morning,213.0,35.0,0.01683613707143461,6242.0,9.567433838072516,54.35594990840365,6.816161068676051,85.17361665480465,1
BATCH-000019,2023-07-05,A,MACH-004,OP-042,Evening,198.0,49.0,0.034920052392851585,3142.0,3.0800643594627592,24.892264455320497,6.229460885189585,77.31735586378211,0
BATCH-000020,2021-02-12,C,MACH-013,OP-012,Night,547.0,40.0,0.06228322224749238,3547.0,5.239269902712011,21.910411165640816,2.9214856048444915,99.49212117261406,0
BATCH-000021,2022-10-16,C,MACH-019,OP-028,Morning,987.0,13.0,0.004352445867821875,5586.0,3.169332385987298,53.41913318471924,4.0642206288114995,97.24071705311269,0
BATCH-000022,2023-01-27,C,MACH-016,OP-024,Morning,955.0,11.0,0.0910823368177805,9023.0,9.471767721789472,29.158157721299478,7.3622846753735,68.33305646909794,0
BATCH-000023,2022-06-03,D,MACH-012,OP-040,Evening,376.0,23.0,0.06976140969061774,1653.0,10.341292058191218,76.69892709580188,6.5972370998377015,82.91224345992676,1
BATCH-000024,2023-08-19,B,MACH-013,OP-043,Evening,,32.0,0.016473615339200675,3830.0,11.069561257449887,29.623939215405812,4.459648116659403,74.34977963020275,1
BATCH-000025,2021-09-16,D,MACH-015,OP-003,Evening,941.0,2.0,0.04251008482608313,8816.0,6.781031162055361,26.489428221335096,7.140505312273051,96.30054339662233,1
BATCH-000026,2021-05-05,B,MACH-015,OP-022,Night,366.0,16.0,0.06734972196130053,8431.0,9.576020265310657,46.33840596630661,8.705369266345368,80.49390229071233,1
BATCH-000027,2022-02-05,A,MACH-006,OP-041,Evening,353.0,39.0,0.027613959962026514,1501.0,7.301588721279751,57.84927042043849,6.2898325940796855,95.47292853870003,1
BATCH-000028,2023-08-21,C,MACH-014,OP-033,Evening,172.0,,0.5026415884461944,5974.0,10.688964909686073,68.75397760712558,4.748326122839389,71.00127179192299,1
BATCH-000029,2023-08-16,C,MACH-010,OP-047,Morning,607.0,3.0,0.09493837106711349,6214.0,2.7624322950077005,67.13736742238386,5.273172367285322,69.69064282110668,1
BATCH-000030,2021-01-17,C,MACH-010,OP-049,Night,949.0,19.0,0.09015995416689253,5250.0,4.740354049308344,36.88077617328306,2.86164878310989,81.45457234153952,0
BATCH-000031,2022-11-27,C,MACH-015,OP-013,Morning,515.0,41.0,0.009467533957140596,9897.0,2.741610515161699,66.27560092522268,7.948399460367868,74.6425929812482,0
BATCH-000032,2021-04-28,D,MACH-006,OP-011,Morning,223.0,11.0,0.05223542234906822,3426.0,9.834519773443843,63.56222960963048,1.1406252216097186,79.28300609389015,1
BATCH-000033,2022-02-15,A,MACH-013,OP-025,Morning,396.0,47.0,0.03640556794125837,4525.0,5.1458091297454125,57.21343751180215,5.945602633296856,64.25747938040189,1
BATCH-000034,2022-11-22,A,MACH-001,OP-002,Morning,996.0,4.0,0.069601865482713,6597.0,8.271179552901533,32.053116635240585,7.132721965667935,93.05264658730684,1
