station_id,date,city,max_temp,min_temp,humidity,rainfall_mm,wind_speed,pressure,uv_index,visibility_km,weather_condition
STN-001,2018-02-05,Kolkata,43.69599520154117,19.652686094544244,60.86194031467492,2.187367177815558,47.37701193411861,1023.7800521732381,,4.39727859330347,Rainy
STN-049,2021-02-05,Chennai,25.80009351543388,23.39147954328066,67.72597164734614,95.27328642889508,37.50437650023073,1009.1082683770277,0.0,17.479687890309794,Foggy
STN-044,2017-10-07,Chennai,47.381923204686906,10.731931735113854,32.71590721076019,121.39522805467469,10.945555756886538,985.9428163024021,7.0,19.669407001382538,Cloudy
STN-038,2010-08-11,Hyderabad,29.529291806046864,6.81032355266762,60.341025064499405,91.50135867500131,44.2069059797772,1010.7105237190673,9.0,8.388449669864933,Rainy
STN-029,2018-02-28,Kolkata,22.36848647811046,28.41615456170103,60.952085014559394,120.73030766685365,30.75163794582468,987.5817351453134,7.0,14.987925927309327,Sunny
STN-012,2013-04-14,Bangalore,-46.25745995736676,24.349313973146696,51.76900317599798,46.11507764334304,10.341004842163132,1004.9598547910638,0.0,10.828795862354236,Rainy
STN-001,2020-09-25,Kolkata,35.653393429912725,18.359519096259376,88.12661754350407,52.48664783054009,8.036757325693506,1015.1521605029695,1.0,13.159958821844645,Foggy
STN-001,2020-04-24,Hyderabad,49.83477416760519,6.297561737949518,34.88503532972808,156.93657273658408,42.177547834569516,999.035144814877,11.0,16.238044654938008,Cloudy
STN-018,2011-12-21,Delhi,25.272570482851847,25.957330783867274,42.189131525120665,124.06681064398637,43.266259512607554,1029.6972208274874,6.0,7.638919817053899,Stormy
STN-029,2023-07-01,Chennai,42.3368104906514,28.5511043557602,48.84578840663331,188.31027161716608,19.532006171469046,1017.5873752446132,9.0,18.458691261417147,Sunny
STN-012,2010-11-02,Delhi,39.31617965356777,14.27609573289585,88.24141445039149,25.078418767356347,48.023873445546805,1022.0936202581449,2.0,12.613836957341867,Stormy
STN-017,2013-05-25,Hyderabad,42.38351885212295,18.789523692017806,29.883188358833337,68.02549538282096,30.104451338068966,1027.6533851512222,0.0,4.3896939361544085,Cloudy
STN-005,2020-04-07,Hyderabad,22.425831597243786,22.79118838795785,97.62694150095368,129.1786673319067,49.229286950652316,1021.5066587260635,11.0,15.981721662742284,Cloudy
STN-020,2023-01-12,Kolkata,46.06959045302844,14.249229028355177,64.06074140003913,135.63547602113394,23.071099893657514,1028.7710471533858,2.0,1.6369102821907244,Foggy
STN-002,2017-12-08,Bangalore,33.16926250669121,22.639492269572717,87.75182585427778,177.73810665563335,46.645199569358745,984.356195077967,1.0,8.252177267935226,Rainy
STN-014,2020-03-29,Chennai,-46.31962473105896,11.002216519630114,42.33511946147612,104.90102697964485,49.23675627869702,991.1251423062726,6.0,11.942745383281835,Rainy
STN-009,2013-06-08,Bangalore,34.67081447654556,13.022053208046529,56.01822209975241,142.38581581297083,29.921871523111836,1014.5186169721727,11.0,15.222075613315473,Foggy
STN-040,2015-12-10,Kolkata,38.22659154473637,5.1132841846503085,83.79466464081463,132.97392710988714,16.965709912551997,1012.3183495692651,1.0,5.420872082883318,Stormy
STN-021,2019-11-14,Chennai,40.816522864468425,5.902541412419877,58.42363003203349,39.73020201712105,0.3133878353641595,1003.991846159402,0.0,5.218737964205621,Rainy
STN-034,2017-07-06,Delhi,15.171706688213558,26.752070832019154,73.13172622183399,101.16810624366235,0.042880928099275906,1024.2536202657918,1.0,9.66745242571203,Rainy
STN-043,2012-10-30,Mumbai,28.6943573410447,26.122119207443152,78.8251299262775,177.02628032898346,19.328665195813254,993.7375865942294,9.0,10.616941828689935,Rainy
STN-015,2012-01-28,Bangalore,48.32942359302341,26.24438835640906,59.00636885787755,40.4911431506314,10.638152677661484,997.4974443389153,11.0,10.228712366078213,Sunny
STN-048,2018-11-14,Mumbai,35.90938510248496,20.97995256328958,32.08814805206406,144.71678755301062,19.819651861243052,1025.109291251314,0.0,1.8923422893201711,Foggy
STN-003,2016-08-03,Delhi,35.60355778868605,12.744791251895006,58.740100507199585,146.68949805969004,7.5107448905450624,1011.7668562873242,1.0,10.953179126130777,Foggy
STN-048,2022-10-14,Bangalore,20.338119770593586,19.310025294361758,73.44573569191871,144.94735502324906,18.65673450132059,1028.167587541475,4.0,17.33449305863163,Rainy
STN-017,2023-05-21,Mumbai,20.858209329180262,28.463371999426986,66.95296779859405,10.190565020655695,15.178317633934263,1000.8770626010189,4.0,19.096440371360668,Sunny
STN-041,2010-01-02,Hyderabad,46.83167174116032,9.670374993827846,22.70787437892654,61.25787870494703,8.057086892174736,1005.731649055957,8.0,10.77733602607071,Cloudy
STN-039,2016-03-14,Kolkata,46.36548090980095,21.29365097615253,99.44608354455794,40.59587059620575,29.270293112041845,1007.287427846755,8.0,6.134176069775576,Foggy
STN-036,2017-05-20,Kolkata,42.499696199893876,24.546562200405962,59.03510666815953,196.07358633632245,7.771201847173054,1027.5615181107526,6.0,4.68977163255543,Foggy
STN-012,2014-08-01,Hyderabad,39.80674206403228,21.044283594010935,64.56163429233968,156.6239377701682,38.092537022690834,1023.1813321641291,4.0,3.781297444740505,Stormy
STN-050,2023-07-19,Delhi,16.65729647461414,11.529524116928439,83.55911955362026,179.71450132302064,21.910547169845092,1012.5115060148922,7.0,5.198438156879261,Foggy
STN-046,2019-10-14,Kolkata,15.803031716810764,,56.37748745977796,105.33812390853244,24.378243559534603,,3.0,6.30029758919432,Rainy
STN-008,2012-02-01,Delhi,42.045089473264454,11.863928185805785,51.95563917792062,124.38205851444457,38.229207155493235,1019.9195735054304,0.0,11.885607867708424,Foggy
STN-035,2012-12-24,Hyderabad,28.46186239667884,15.727924059158955,65.97230674831935,198.07264856245686,45.15578457432994,1019.626081564096,8.0,13.98482947402891,Foggy
STN-048,2017-04-18,Delhi,37.29034540070781,28.964136685566316,54.433017652973305,160.90645510815725,23.890299809390402,995.5512930382587,10.0,10.936003144680111,Sunny
STN-025,2021-10-16,Kolkata,22.403710477670288,17.591927388581652,28.39709530835549,46.25089685534156,46.014141333048514,985.2889269577532,0.0,12.726506433296159,Rainy
STN-022,2014-10-25,Hyderabad,48.26234831875916,9.481666374778001,66.27012999014309,20.051139780861927,8.283484898114219,999.2311918474852,2.0,8.279150401711671, Sunny 
STN-001,2014-05-05,Bangalore,38.6897565815531,23.121121326441248,33.42468102316877,93.20318610314742,23.42260205925804,984.3080399106931,3.0,19.835870388462098,Foggy
STN-011,2012-07-28,Delhi,33.59069029182403,9.835461743184366,95.14249148883101,18.499304948737105,35.67348618041204,1000.357702989852,6.0,3.269717024965259,Cloudy
STN-022,2013-07-29,Hyderabad,17.71431588591372,16.76580117210318,95.61382524181477,36.35952721926674,16.558963842950718,1011.4782412254059,9.0,19.637858123482403,Sunny
STN-006,2021-04-03,Bangalore,45.38151707662274,25.866992021431987,76.69155824382057,99.7632258005851,15.621707862705247,1028.0416615146382,3.0,4.171250657133115,Sunny
STN-049,2014-04-16,Delhi,42.41574232048215,5.957452346811452,51.663052973299216,26.69004661420795,29.792433536199315,1022.6536541955251,6.0,4.3254083595432276,Rainy
STN-049,2021-06-21,Chennai,43.16480745408016,13.337400715475296,36.28742266928288,1.0931271874290438,41.81815624425556,1010.7850943274083,7.0,18.603013131851938,Foggy
STN-038,2013-01-02,Chennai,23.67565707622498,20.57546509035037,93.41840143209116,89.72920624983325,45.69582629272201,1001.4655967220036,10.0,5.52323232020316,Foggy
STN-021,2019-08-19,Mumbai,,18.19857003285261,53.29109591048387,141.13940385038026,7.455627945934867,984.8158825202644,11.0,14.90543429556888,Sunny
STN-024,2021-10-12,Bangalore,31.692783669566143,22.55618661839458,26.521877550327364,163.92367270888232,15.58963154421567,985.1876067518851,6.0,17.314151811385447,Cloudy
STN-011,2018-03-27,Bangalore,,9.396941167292788,96.8501043207642,157.03258858680704,40.487418860984256,990.5650072537667,1.0,8.083105428117767,Foggy
STN-022,2019-04-09,Bangalore,47.01811488495616,26.749026734590622,28.479704593978823,78.94401037852757,43.91083929820131,985.7512162924941,10.0,16.554440928787965,Sunny
STN-007,2015-01-07,Hyderabad,27.09248897546623,18.421782483631922,95.20200488771017,34.176245113223835,3.137230239722777,985.3863303255931,6.0,8.458251002774395,Stormy
STN-002,2022-05-16,Delhi,16.091738206421578,19.87350167127792,78.00927123485357,8.111773065276706,37.404971564242956,990.6746581729906,0.0,16.933179765116837,Stormy
